source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
micatholictribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mncatholictribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
pacatholictribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wicatholictribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
causeur.fr,france,far right,mixed,,website/magazine,medium traffic,low credibility
cctv.com,china,left-center,mixed,,tv station,high traffic,low credibility
cdareporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
cedarrapidstoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centennialstatenews.com,usa (44/180 press freedom),right-center,mixed,,website,minimal traffic,low credibility
trueactivist.com,germany,extreme left,low,mostly free,website,minimal traffic,low credibility
centerforsecuritypolicy.org,usa,far right,mixed,mostly free,organization/foundation,minimal traffic,low credibility
centralbrowardnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralbuckstoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centralchestertoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centralcoloradonews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralfloridapost.com,usa,far right,low,mostly free,website,minimal traffic,low credibility
centralgeorgianews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralidahotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centraliowatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centrallouisiananews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralmissourinews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralmontanatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralndnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centraloctimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
centralohiotoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centraloregontimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centralpanews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
centralpatimes.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
centralstlnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
chambanasun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
1tv.ru,russia,right-center,mixed,total oppression,tv station/website,high traffic,low credibility
chapelhillreview.com,usa,right-center,mixed,,website,minimal traffic,low credibility
chicagocitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
chicotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
thechihuahuapost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
chinadaily.com.cn,china,left,mixed,,newspaper,high traffic,low credibility
cgtn.com,china,left-center,mixed,,tv station,high traffic,low credibility
christianaction.org,usa,extreme right,low,,organization/foundation,minimal traffic,low credibility
churchmilitant.com,usa,extreme right,mixed,,organization/foundation,medium traffic,low credibility
cincyreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
citizengo.org,spain,extreme right,low,,organization/foundation,medium traffic,low credibility
citizensjournal.us,usa,right,mixed,mostly free,website,medium traffic,low credibility
citizenwatchreport.com,usa,far right,mixed,,website,minimal traffic,low credibility
clarionproject.org,usa,extreme right,low,,organization/foundation,minimal traffic,low credibility
clashdaily.com,usa,extreme right,low,,website,medium traffic,low credibility
clayandbuck.com,usa,right,mixed,mostly free,website/radio,medium traffic,low credibility
claycotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
clayreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
clermonttimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
clevelandreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
mrctv.org,usa,far right,low,,website,medium traffic,low credibility
coachellatoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
coalregionnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
coastalganews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
cobbnewsga.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
cobbreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
coconinonews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
coloradofreepress.com,usa,extreme right,low,,website,minimal traffic,low credibility
columbiamonews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
colonews.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
columbusstandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
cei.org,usa,far right-bias,low,,organization/foundation,minimal traffic,low credibility
concernedwomen.org,usa,extreme right,low,,organization/foundation,minimal traffic,low credibility
concordledger.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
congressionalagenda.com,usa,right,mixed,,website,minimal traffic,low credibility
connecticutcentinal.com,usa,extreme right,low,,website,minimal traffic,low credibility
theconnecticutstar.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
conservapedia.com,usa,extreme right,mixed,,website,medium traffic,low credibility
conservativeammo.com,usa,extreme right,low,,website,minimal traffic,low credibility
conservativebeaver.com,canada,extreme right,very low,mostly free,website,minimal traffic,low credibility
conservativechoicecampaign.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
conservativedailynews.com,usa,extreme right,mixed,,website,medium traffic,low credibility
conservativefiringline.com,usa,extreme right,very low,,website,minimal traffic,low credibility
cf.org,usa,right,mixed,mostly free,website,medium traffic,low credibility
conservativefreepress.com,usa,extreme right,low,,website,minimal traffic,low credibility
conservativematrix.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
conservativeplaylist.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
cpac.org,usa,right,low,,organization/foundation,minimal traffic,low credibility
facebook.com,usa,extreme right,low,,website,medium traffic,low credibility
conservativepost.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
conservativerevival.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
westernjournal.com,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
conservativeundergroundnews.com,usa,far right,mixed,mostly free,website,medium traffic,low credibility
constative.com,unknown,right-center,mixed,,website,high traffic,low credibility
constitutionstatenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
coppercourier.com,usa,left-center,mixed,,website,minimal traffic,low credibility
cornhuskerstatenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
corona-transition.org,switzerland,right,low,,organization/foundation,minimal traffic,low credibility
cair.com,usa,right-center,mixed,,organization/foundation,minimal traffic,low credibility
councilforthenationalinterest.org,usa,left-center,mixed,,organization/foundation,minimal traffic,low credibility
conservative-headlines.org,usa,extreme right,low,,website,minimal traffic,low credibility
covertactionmagazine.com,usa,left,mixed,,magazine,minimal traffic,low credibility
c19early.com,unknown,right,mixed,,website,medium traffic,low credibility
cowards.ca,canada,right,mixed,excellent,website,minimal traffic,low credibility
crawfordtimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
creativedestructionmedia.com,usa,extreme right,low,,website,minimal traffic,low credibility
capforcanada.com,canada,extreme right,low,mostly free,website,minimal traffic,low credibility
culturewatchnews.com,usa,far right,mixed,mostly free,website,minimal traffic,low credibility
cumberlandvalleynews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
currentsciencedaily.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
dagospia.com,italy,right,low,mostly free,website,minimal traffic,low credibility
dailybuzzlive.com,usa,unrated,very low,,website,minimal traffic,low credibility
focusonthefamily.com,usa,extreme right,low,,organization/foundation,medium traffic,low credibility
dailyheadlines.net,unknown,extreme right,low,,website,minimal traffic,low credibility
dailyhonker.com,usa,right,mixed,,website,minimal traffic,low credibility
dailymail.co.uk,united kingdom,right,low,,newspaper,high traffic,low credibility
dailypresser.com,usa,extreme right,low,,website,minimal traffic,low credibility
dailystar.co.uk,united kingdom,right-center,mixed,,newspaper,high traffic,low credibility
dailystormer.in,usa,extreme right,very low,,website,high traffic,low credibility
dakotatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
dailyveracity.com,usa,extreme right,very low,,website,minimal traffic,low credibility
darntons.com,usa,right,mixed,,website,minimal traffic,low credibility
dauphinnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
davidharrisjr.com,usa,extreme right,low,,website,medium traffic,low credibility
daytonreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
dcdirtylaundry.com,usa,extreme right,very low,,website,minimal traffic,low credibility
dcweekly.org,russia,extreme right,low,,website,minimal traffic,low credibility
facebook.com,usa,right,low,,website/social media,minimial traffic,low credibility
debka.com,israel,right,mixed,,website,medium traffic,low credibility
decaturtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
deepleftfield.info,usa,extreme left,mixed,,website,minimal traffic,low credibility
deepstatejournal.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
defconnews.com,usa,far right,low,mostly free,website,minimal traffic,low credibility
defendingtherepublic.org,usa,extreme right,very low,mostly free,organization/foundation,medium traffic,low credibility
defiantamerica.com,usa,extreme right,low,,website,minimal traffic,low credibility
dekalbganews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
dekalbtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
delcoreview.com,usa,right-center,mixed,,website,minimal traffic,low credibility
delawarevalleysun.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
democrats.org,usa,left,mixed,,organization/foundation,medium traffic,low credibility
denvercitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
desmoinessun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
desantisdaily.com,usa,far right,mixed,mostly free,website,medium traffic,low credibility
detroitcitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
diamondandsilkinc.com,usa,far right,low,mostly free,website,medium traffic,low credibility
discernreport.com,usa,far right,low,,website,medium traffic,low credibility
disclose.tv,germany,right,mixed,mostly free,website,high traffic (via social media),low credibility
discoverthenetworks.org,usa,far right,low,,website,medium traffic,low credibility
disntr.com,usa,right,mixed,mostly free,website,medium traffic,low credibility
djhjmedia.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
dnyuz.com,armenia,right-center,mixed,,website,medium traffic,low credibility
internationalman.com,usa,right,mixed,,website,minimal traffic,low credibility
downeasttimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
download.news,usa,extreme right,very low,,website,minimal traffic,low credibility
downrivertoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
druthers.net,canada,extreme right,low,,website,minimal traffic,low credibility
dubuquetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
dupagepolicyjournal.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
thedurangopost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
durhamreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
duvaltimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
dzen.ru,russia,right-center,mixed,,website,high traffic,low credibility
eaglerising.com,,,,usa 48/180,,,
eaglevalleytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastalamedanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastarapahoenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastarizonanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ecalabamanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastcentralreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastclevelandnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastcontracostanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
easthillsboroughnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
easthudvalleynews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastidahotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastindynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eciowanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastkentuckytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastlakenormannews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastlittlerocktimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastlouisvillenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastmichigannews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastmonttimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastnewmexiconews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastokcnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastoregonnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastpanhandlenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastpdxtoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastpennyroyalnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastsandiegonews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastsbvtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastsfvtoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastsierranews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eaststarknews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastongazette.com,usa,extreme right,low,,website,minimal traffic,low credibility
easttwincities.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastventuranews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastvolusianews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eastwaketimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
eastwichitatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
easternwaynetoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ebaumsworld.com,usa,least biased,mixed,mostly free,website,high traffic,low credibility
echocheck.org,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
ecgeorgianews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ecindiananews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
eckansasnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ecmissnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ecnebraskanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ecnorthcarolinanews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
ecohionews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
ecoklahomanews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
educationdailywire.com,usa,right-center,mixed,,website,minimal traffic,low credibility
elizabethtowntimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
elkharttimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
emeraldcoasttimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
emirates247.com,united arab emirates,right-center,mixed,,website,minimal traffic,low credibility
empirestatetoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
en-volve.com,usa,extreme right,very low,mostly free,website,medium traffic,low credibility
enchantmentstatenews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
endthefed.org,usa,right,low,,website,minimal traffic,low credibility
eriecotimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
europe-israel.org,israel,right,mixed,,website,minimal traffic,low credibility
everetttimes.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
everytownresearch.org,usa,left,mixed,,organization/foundation,minimal traffic,low credibility
eviemagazine.com,usa,extreme right,low,mostly free,website/magazine,medium traffic,low credibility
evil.news,usa,extreme right,low,,website,minimal traffic,low credibility
factcheckingturkey.com,turkey,right,mixed,,website,minimal traffic,low credibility
facts.net,unknown,least biased,mixed,,website,medium traffic,low credibility
fairfieldreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
fairporteducationalalliance.org,usa,right,mixed,,organization/foundation,minimal traffic,low credibility
frc.org,usa,extreme right,low,,organization/foundation,medium traffic,low credibility
familysurvivalheadlines.com,usa,right,mixed,,website,minimal traffic,low credibility
fargostandard.com,usa,right-center,mixed,,website,minimal traffic,low credibility
farminsurancenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
farsnews.ir,iran,left-center,mixed,total oppression,news agency,high traffic,low credibility
dissident-mag.com,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
fayettevillestandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
fayettevilletoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
fdahealthnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
fdareporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
federalistpress.com,usa,right,mixed,,website,minimal traffic,low credibility
felixrex.net,canada,extreme right,low,,website/video,minimal traffic,low credibility
femalista.com,usa,left,mixed,mostly free,website,minimal traffic,low credibility
filmingcops.com,usa,left,mixed,,website,minimal traffic,low credibility
findlaytimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
fingerlakestoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
firstinfreedomdaily.com,usa,right,mixed,,website,minimal traffic,low credibility
firststatetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
thecareerbd.com,unknown,right-center,mixed,n/a,website,minimal traffic,low credibility
usafortrumponline.com,macedonia,,,macedonia 95/180,,,
floricuanews.com,usa,left-center,mixed,,website,minimal traffic,low credibility
floridacapitalstar.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
floridaparishnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
foothillsreview.com,usa,right-center,mixed,,website,minimal traffic,low credibility
bannedbook.org,unknown,right,mixed,,website,medium traffic,low credibility
foreignpolicyi.org,usa,,,usa 45/180,,,
conservativeglobe.com,usa,extreme right,low,,website,minimal traffic,low credibility
fortsmithtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
foundationforfreedomonline.com,usa,right,mixed,,organization/foundation,minimal traffic,low credibility
foxnews.com,usa,right,mixed,,tv station/website,high traffic,low credibility
fr24news.com,unknown,not rated,mixed,,website,medium traffic,low credibility
frankspeech.com,usa,far right,very low,mostly free,website,minimal traffic,low credibility
freedomfirstnetwork.com,usa,far right,low,mostly free,website,minimal traffic,low credibility
freedomnewsreport.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
freedomproject.com,usa,extreme right,low,,website,minimal traffic,high credibility
free-speechfront.info,unknown,extreme-right,low,,website,minimal traffic,low credibility
freewestmedia.com,sweden,right,mixed,,website,minimal traffic,low credibility
freshoffthepress.org,usa,right,mixed,,website,minimal traffic,low credibility
fresnoleader.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
friatider.se,sweden,extreme right,low,excellent,website,high traffic,low credibility
frontpagemag.com,usa,extreme right,low,,organization/foundation,medium traffic,low credibility
frontpagenewspaper.com,usa,right-center,mixed,,website,medium traffic,low credibility
ftwaynetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
gab.com,usa,extreme right,low,mostly free,website,high traffic,low credibility
gadsdentoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
galesburgreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
gardenstatetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
gastoniatimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
gatestoneinstitute.org,usa,extreme right,mixed,,organization/foundation,medium traffic,low credibility
gazeta.ru,russia,right-center,mixed,,website,high traffic,low credibility
gbnews.com,united kingdom,right,mixed,,tv station,high traffic,low credibility
gellerreport.com,usa,extreme right,low,,website,medium traffic,low credibility
gemstatewire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
geneseenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
genzconservative.com,usa,far-right,mixed,mostly free,website,medium traffic,low credibility
geologyin.com,usa,pro-science,high,mostly free,website,medium traffic,low credibility
georgiamountainnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
georgiarecord.com,usa,extreme right,low,,website,minimal traffic,low credibility
georgiastarnews.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
gephardtdaily.com,united states,least biased,high,,website,medium traffic,high credibility
gettr.com,usa,far right,low,mostly free,website/social media app,high traffic,low credibility
ghost.report,usa,right,mixed,,website,minimal traffic,low credibility
gingrich360.com,usa,far right,low,,website,minimal traffic,low credibility
givesendgo.com,usa,extreme right,mixed,,website,medium traffic,low credibility
glaciercountrynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
globemagazine.com,canada,unrated,very low,,magazine,minimal traffic,low credibility
gloucestertoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
gnews.org,usa,far right,low,,website,medium traffic,low credibility
goldcountrytoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
goldenstatetoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
goodgopher.com,usa,right conspiracy-pseudoscience,very low,,website,minimal traffic,low credibility
gopdailybrief.com,usa,right,mixed,mostly free,website,medium traffic,low credibility
gop.gov,usa,right,mixed,,website,minimal traffic,low credibility
gopusa.com,usa,right,mixed,,website,minimal traffic,low credibility
grandcanyontimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
grandjunctiontimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
grandrapidsminews.com,usa,left-center,mixed,,website,minimal traffic,low credibility
grandrapidsreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
granitegrok.com,usa,far right,low,,website,minimal traffic,low credibility
granitepostnews.com,usa,left-center,mixed,,website,minimal traffic,low credibility
granma.cu,cuba,far left,mixed,total oppression,newspaper,medium traffic,low credibility
greatamericandaily.com,usa,extreme right,low,,website,minimal traffic,low credibility
greatlakeswire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
greatreject.org,netherlands,extreme right,very low,excellent,website,minimal traffic,low credibility
greenecotimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
greensbororeporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
greenvillereporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
gript.ie,,,,,,,
grundyreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
grunge.com,usa,left-center,mixed,,website,high traffic,low credibility
gtrtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
theguadalajarapost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
guardian.ng,nigeria,least biased,mixed,limited freedom,newspaper,high traffic,low credibility
gucmakale.com,usa,left,mixed,mostly free,website,minimal traffic,low credibility
theguerreropost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
gulfnews.com,united arab emirates,right,mixed,,newspaper,high traffic,low credibility
gunsternews.com,unknown,least biased,mixed,,website,minimal traffic,low credibility
hagmannreport.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
halturnerradioshow.com,usa,extreme right,very low,mostly free,website,medium traffic,low credibility
hannity.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
happyvalleytimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
harfordnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hartfordreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hawarnews.com,syria,far left,low,,news agency,medium traffic,low credibility
hawkeyereporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
headlineusa.com,usa,far right,mixed,,website,medium traffic,low credibility
headtopics.com,unknown,left-center,mixed,,website,medium traffic,low credibility
hendersontimes.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
hereistheevidence.com,united kingdom,right,low,mostly free,website,minimal traffic,low credibility
hernandoreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
heartland.org,usa,right,low,,organization/foundation,minimal traffic,low credibility
hickorysun.com,usa,right-center,mixed,,website,minimal traffic,low credibility
hidalgodailypost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
highcountrytimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
highereducationtribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hillsboroughsun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hindustantimes.com,india,left-center,mixed,,newspaper,high traffic,low credibility
hoggwatch.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
honolulureporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hollandreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
usacrime.com,usa,not rated,mixed,mostly free,website,medium traffic,low credibility
hoosierstatetoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hopkinsvilletimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hotspringstimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
houmathibodauxnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
housatonicvalleynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
howardconews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hrdailywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hudsontoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hli.org,usa,right,low,,organization/foundation,minimal traffic,low credibility
huntsvilleleader.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
hutchtoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ibxnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
idahofreedom.org,usa,right,low,,organization/foundation,minimal traffic,low credibility
idahotribune.org,usa,extreme right,low,,website,minimal traffic,low credibility
iharare.com,zimbabwe,left,mixed,limited freedom,website,medium traffic,low credibility
ihatethemedia.com,usa,far-right,low,mostly free,website,minimal traffic,low credibility
ihypocrite.net,usa,extreme right,mixed,mostly free,website,minimal traffic,low credibility
illegalaliencrimereport.com,usa,extreme right,mixed,mostly free,website,minimal traffic,low credibility
illicitinfo.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
illinoisvalleytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
ilprimatonazionale.it,italy,right,mixed,,website,medium traffic,low credibility
imperialcanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
infogalactic.com,switzerland,extreme right,low,,website,medium traffic,low credibility
independentsentinel.com,usa,right,low,mostly free,website,medium traffic,low credibility
indystandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
informationliberation.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
informer.rs,serbia,right,mixed,moderate freedom,website,high traffic,low credibility
infoscum.com,canada,left-center,mixed,,website,minimal traffic,low credibility
innerstrength.zone,canada,not rated,mixed,,website,minimal traffic,low credibility
insidethemagic.net,usa,least biased,mixed,mostly free,website,high traffic,low credibility
instapundit.com,usa,right,mixed,,website,high traffic,low credibility
ihr.org,usa,extreme right,very low,,organization/foundation,minimal traffic,low credibility
isgp-studies.com,netherlands,extreme right,low,,website,minimal traffic,low credibility
insuranceratereporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
interioralaskanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
profam.org,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
iowacitytoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
